City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
699,Payo,ID,-3.7508,103.6372,72.21,99,100,2.06,overcast clouds
700,Kendal,GB,54.3268,-2.7476,55.44,92,52,14.56,broken clouds
701,Zhigalovo,RU,54.8097,105.1578,38.89,90,100,7.38,overcast clouds
702,Ulukulevo,RU,54.4355,56.3221,35.85,85,99,6.26,overcast clouds
703,Sulphur Springs,US,33.1385,-95.6011,85.95,48,75,20.71,broken clouds
704,Fuxin,CN,42.0156,121.6589,46.42,76,6,3.69,clear sky
705,Mandalgovi,MN,45.7625,106.2708,35.02,43,7,11.54,clear sky
706,Hobyo,SO,5.3505,48.5268,79.88,80,88,11.16,overcast clouds
707,Roma,US,43.2128,-75.4557,58.12,58,90,0.0,overcast clouds
708,Puerto Colombia,CO,10.9878,-74.9547,84.29,75,86,6.53,overcast clouds
709,Kushmurun,KZ,52.4503,64.6311,48.69,34,98,14.14,overcast clouds
710,Dera Ghazi Khan,PK,30.0561,70.6348,71.37,50,0,11.52,clear sky
711,Channel-Port Aux Basques,CA,47.5702,-59.1367,50.49,94,100,34.0,overcast clouds
712,Santo Antonio Do Ica,BR,-3.1022,-67.9397,86.27,67,97,1.95,overcast clouds
713,Kula,TR,38.5473,28.6498,52.12,84,89,3.89,overcast clouds
714,Cape Coast,GH,5.1053,-1.2466,78.49,85,39,6.62,scattered clouds
715,Omsukchan,RU,62.5333,155.8,4.66,95,100,7.45,overcast clouds
716,Wairoa,NZ,-39.0333,177.3667,57.54,79,100,3.0,overcast clouds
717,Tokur,RU,53.1333,132.9,20.5,97,66,3.38,broken clouds
718,Otjiwarongo,NA,-20.4637,16.6477,69.76,11,3,8.48,clear sky
719,Oskarshamn,SE,57.2645,16.4484,46.8,88,96,10.69,overcast clouds
720,San Diego De Los Banos,CU,22.6467,-83.3697,82.96,78,96,6.35,overcast clouds
721,Polis,CY,35.0367,32.4264,64.22,85,0,0.89,clear sky
722,Katherine,AU,-14.4667,132.2667,82.72,65,75,5.75,broken clouds
